creature_id	species_name	base_form	primary_trait	secondary_trait	biome	danger_band	ecology_role	candidate_draws	selection_score	generation_law	visual_spec	visual_status
WR00127	Aeranordria127	ribbon serpent	horrific	beautiful	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-horrific-blue-light road	procedural_visual_spec_v1
WR00128	Aerindraevaraavel128	mirror lynx	diamond-scarred	glyph-touched	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-diamond-scarred-xeth glyph yard	procedural_visual_spec_v1
WR00129	Aerdalenglassion129	fern mantis	verdant	sanitized	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-verdant-stone fen	procedural_visual_spec_v1
WR00130	Aeranorianiel130	marrow crane	beautiful	gross	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-beautiful-pocket sanctuary	procedural_visual_spec_v1
WR00131	Ashaavelaria131	quartz ram	glyph-touched	resonant	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-glyph-touched-glass orchard	procedural_visual_spec_v1
WR00132	Aerdalenianaeliven132	song beetle	sanitized	chaotic	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-sanitized-neith edge	procedural_visual_spec_v1
WR00133	Ashajoraindraaen133	moth-deer	gross	weird	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-gross-willow-stone county	procedural_visual_spec_v1
WR00134	Aerdaleniandria134	root hound	resonant	unbrictionable	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-resonant-last open gate	procedural_visual_spec_v1
WR00135	Aeranorevaraaelelle135	glass heron	chaotic	elegant	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-chaotic-diamond breakland	procedural_visual_spec_v1
WR00136	Ashaaveldalenelle136	basalt hare	weird	cello-woken	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-weird-black-heart ridge	procedural_visual_spec_v1
WR00137	Aeranorluthfendria137	orchard eel	unbrictionable	unibreccianated	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-unbrictionable-ash river	procedural_visual_spec_v1
WR00138	Aeranorbelldria138	lantern fox	elegant	horrific	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-elegant-morrow market	procedural_visual_spec_v1
WR00139	Ashagalenel139	cinder elk	cello-woken	diamond-scarred	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-cello-woken-root vale	procedural_visual_spec_v1
WR00140	Aerindraamarivyen140	moss bear	unibreccianated	verdant	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-unibreccianated-ripper tunnel	procedural_visual_spec_v1
WR00141	Ashaavelmireel141	willow crab	horrific	beautiful	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-horrific-cello field	procedural_visual_spec_v1
WR00142	Ashaaveliel142	stonefin bird	diamond-scarred	glyph-touched	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-diamond-scarred-blue-light road	procedural_visual_spec_v1
WR00143	Ashaavelindraiel143	thorn whale	verdant	sanitized	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-verdant-xeth glyph yard	procedural_visual_spec_v1
WR00144	Aeranorluthkelanaen144	ash otter	beautiful	gross	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-beautiful-stone fen	procedural_visual_spec_v1
WR00145	Aeranorcoriakelanen145	ribbon serpent	glyph-touched	resonant	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-glyph-touched-pocket sanctuary	procedural_visual_spec_v1
WR00146	Aerdalencoriabrinen146	mirror lynx	sanitized	chaotic	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-sanitized-glass orchard	procedural_visual_spec_v1
WR00147	Aeranorluthbrindria147	fern mantis	gross	weird	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-gross-neith edge	procedural_visual_spec_v1
WR00148	Aermaelorluthiel148	marrow crane	resonant	unbrictionable	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-resonant-willow-stone county	procedural_visual_spec_v1
WR00149	Aerindraianen149	quartz ram	chaotic	elegant	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-chaotic-last open gate	procedural_visual_spec_v1
WR00150	Aerfiralutharel150	song beetle	weird	cello-woken	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-weird-diamond breakland	procedural_visual_spec_v1
WR00151	Aerindraamaraelel151	moth-deer	unbrictionable	unibreccianated	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-unbrictionable-black-heart ridge	procedural_visual_spec_v1
WR00152	Aermaelorluthbrinen152	root hound	elegant	horrific	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-elegant-ash river	procedural_visual_spec_v1
WR00153	Aerindracoriadria153	glass heron	cello-woken	diamond-scarred	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-cello-woken-morrow market	procedural_visual_spec_v1
WR00154	Aerindraavel154	basalt hare	unibreccianated	verdant	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-unibreccianated-root vale	procedural_visual_spec_v1
WR00155	Ashanarabrookaen155	orchard eel	horrific	beautiful	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-horrific-ripper tunnel	procedural_visual_spec_v1
WR00156	Aeranoramarbelliel156	lantern fox	diamond-scarred	glyph-touched	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-diamond-scarred-cello field	procedural_visual_spec_v1
WR00157	Aermaeloren157	cinder elk	verdant	sanitized	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-verdant-blue-light road	procedural_visual_spec_v1
WR00158	Aerfiraluthendarel158	moss bear	beautiful	gross	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-beautiful-xeth glyph yard	procedural_visual_spec_v1
WR00159	Aeranorarel159	willow crab	glyph-touched	resonant	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-glyph-touched-stone fen	procedural_visual_spec_v1
WR00160	Aermaelorianhaloren160	stonefin bird	sanitized	chaotic	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-sanitized-pocket sanctuary	procedural_visual_spec_v1
WR00161	Aermaelorluthdion161	thorn whale	gross	weird	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-gross-glass orchard	procedural_visual_spec_v1
WR00162	Aerfiraevaraaelen162	ash otter	resonant	unbrictionable	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-resonant-neith edge	procedural_visual_spec_v1
WR00163	Aerdalenluthiel163	ribbon serpent	chaotic	elegant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-chaotic-willow-stone county	procedural_visual_spec_v1
WR00164	Aerfirariverdria164	mirror lynx	weird	cello-woken	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-weird-last open gate	procedural_visual_spec_v1
WR00165	Aerdalenianbrinelle165	fern mantis	unbrictionable	unibreccianated	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-unbrictionable-diamond breakland	procedural_visual_spec_v1
WR00166	Aerfiraianquartzel166	marrow crane	elegant	horrific	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-elegant-black-heart ridge	procedural_visual_spec_v1
WR00167	Aerindraluthiel167	quartz ram	cello-woken	diamond-scarred	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-cello-woken-ash river	procedural_visual_spec_v1
WR00168	Ashagalenfiraaria168	song beetle	unibreccianated	verdant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-unibreccianated-morrow market	procedural_visual_spec_v1
WR00169	Aerindraamarkelanen169	moth-deer	horrific	beautiful	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-horrific-root vale	procedural_visual_spec_v1
WR00170	Aerfiraamarcinderen170	root hound	diamond-scarred	glyph-touched	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-diamond-scarred-ripper tunnel	procedural_visual_spec_v1
WR00171	Ashaeliondalenael171	glass heron	verdant	sanitized	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-verdant-cello field	procedural_visual_spec_v1
WR00172	Aerfiraianaelavel172	basalt hare	beautiful	gross	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-beautiful-blue-light road	procedural_visual_spec_v1
WR00173	Aerindracoriabrinel173	orchard eel	glyph-touched	resonant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-glyph-touched-xeth glyph yard	procedural_visual_spec_v1
WR00174	Aerdalenamararia174	lantern fox	sanitized	chaotic	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-sanitized-stone fen	procedural_visual_spec_v1
WR00175	Ashaelionfiraavel175	cinder elk	gross	weird	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-gross-pocket sanctuary	procedural_visual_spec_v1
WR00176	Aeranorluthkelanen176	moss bear	resonant	unbrictionable	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-resonant-glass orchard	procedural_visual_spec_v1
WR00177	Aerdalenamardion177	willow crab	chaotic	elegant	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-chaotic-neith edge	procedural_visual_spec_v1
WR00178	Aerfiraamarbriniven178	stonefin bird	weird	cello-woken	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-weird-willow-stone county	procedural_visual_spec_v1
WR00179	Brenkelangalenivyel179	thorn whale	unbrictionable	unibreccianated	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-unbrictionable-last open gate	procedural_visual_spec_v1
WR00180	Aerindragroveiven180	ash otter	elegant	horrific	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-elegant-diamond breakland	procedural_visual_spec_v1
WR00181	Aeranoramarbrinael181	ribbon serpent	cello-woken	diamond-scarred	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-cello-woken-black-heart ridge	procedural_visual_spec_v1
WR00182	Aerindraamaraelarel182	mirror lynx	unibreccianated	verdant	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-unibreccianated-ash river	procedural_visual_spec_v1
WR00183	Aerdalenion183	fern mantis	horrific	beautiful	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-horrific-morrow market	procedural_visual_spec_v1
WR00184	Aeranorcoriadion184	marrow crane	diamond-scarred	glyph-touched	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-diamond-scarred-root vale	procedural_visual_spec_v1
WR00185	Aerfiracoriaendaren185	quartz ram	verdant	sanitized	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-verdant-ripper tunnel	procedural_visual_spec_v1
WR00186	Aeranorluthaeldion186	song beetle	beautiful	gross	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-beautiful-cello field	procedural_visual_spec_v1
WR00187	Aerfiradria187	moth-deer	glyph-touched	resonant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-glyph-touched-blue-light road	procedural_visual_spec_v1
WR00188	Aerindrahollowaen188	root hound	sanitized	chaotic	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-sanitized-xeth glyph yard	procedural_visual_spec_v1
WR00189	Aeranoriven189	glass heron	gross	weird	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-gross-stone fen	procedural_visual_spec_v1
WR00190	Aeranorevaraaelen190	basalt hare	resonant	unbrictionable	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-resonant-pocket sanctuary	procedural_visual_spec_v1
WR00191	Aerfiraamaraeliven191	orchard eel	chaotic	elegant	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-chaotic-glass orchard	procedural_visual_spec_v1
WR00192	Aeranoramarbellarel192	lantern fox	weird	cello-woken	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-weird-neith edge	procedural_visual_spec_v1
WR00193	Aerfiraamardion193	cinder elk	unbrictionable	unibreccianated	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-unbrictionable-willow-stone county	procedural_visual_spec_v1
