serial	creature_id	species_name	biome	scene_link_rule	status
MAP-CREATURE-a2b4295dbd35	WR00240		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-79875518b218	WR00241		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e08a30d0763e	WR00242		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-5232769bf174	WR00243		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a2041bf29676	WR00244		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-41fba5aa928c	WR00245		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-87b572b3a3e9	WR00246		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4b75cd80f027	WR00247		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ad9c0870af2a	WR00248		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d470a42f41c2	WR00249		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-5d3742cdb298	WR00250		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b98fead18a0c	WR00251		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ae828dde1988	WR00252		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-900b513e1468	WR00253		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1c045362cb1e	WR00254		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-75d8556090ea	WR00255		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c140aae96b79	WR00256		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d913a29c9b72	WR00257		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-134d8a79ffd2	WR00258		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-75872b558433	WR00259		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9febee06c824	WR00260		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-7bf9f359b390	WR00261		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9f455e592a3f	WR00262		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f0f9c20af095	WR00263		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a6090d5a4be1	WR00264		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-92ff76235d59	WR00265		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-77e60931d528	WR00266		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-880d36dc107e	WR00267		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-db048454ead2	WR00268		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-384f0580e7f5	WR00269		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-03ad7d2e0c98	WR00270		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1fb6cd5c6b7f	WR00271		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4b1f606ca0e1	WR00272		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e9d11beec96a	WR00273		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-8ed94cd9d373	WR00274		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-44f8705e08da	WR00275		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e7d1398f34da	WR00276		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b849f44185d5	WR00277		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-52e63eefbed8	WR00278		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-308153990428	WR00279		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4068dfb17529	WR00280		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b18f1a82d8a2	WR00281		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-43e5b69ca91b	WR00282		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-dc7b48e9a6a6	WR00283		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-5581fd8b7d17	WR00284		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1e0b3d428143	WR00285		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9931865e5485	WR00286		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-fabc02071f17	WR00287		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-eb94ba1dd1d0	WR00288		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c55a3cf7ebda	WR00289		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-de2f2ef6f0db	WR00290		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-fcf040fff0cc	WR00291		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4ed53d9f2394	WR00292		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b2c5059373a1	WR00293		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-7e3edb387951	WR00294		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bfef75f419bd	WR00295		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d15e4d700392	WR00296		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1e6c4ae6313d	WR00297		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d9da45c265ad	WR00298		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9c3a9e0780de	WR00299		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d3ed1f45cafd	WR00300		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ac24bb022693	WR00301		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-22e092d549a8	WR00302		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-2c0f7a7714c8	WR00303		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-12f260b9e69b	WR00304		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4fbe8d694ff5	WR00305		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a0a985d19811	WR00306		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d8806269565f	WR00307		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-aa7b0e1f9d46	WR00308		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-420d6d78e6b4	WR00309		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f61dc7bf2c90	WR00310		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-5b7d71b46677	WR00311		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f2a78d14e1c6	WR00312		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f888882a3c0a	WR00313		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-15d841aab8e8	WR00314		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-56268c5956a7	WR00315		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d60fea6690f9	WR00316		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bf3364ca119b	WR00317		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e5cbd730d13a	WR00318		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-13ed5386db4d	WR00319		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bbbd1d04837f	WR00320		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-dcd416c9bfec	WR00321		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-cb0dd7527c1b	WR00322		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-3e9a3a0ab45f	WR00323		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-44bf2883e534	WR00324		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c2f2bb0ff9a7	WR00325		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f3227a315141	WR00326		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-18af575373ea	WR00327		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f38521a4faf1	WR00328		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9724efb548ba	WR00329		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e6affe46e87f	WR00330		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-8814e983f997	WR00331		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f07cc7850db9	WR00332		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-97fb8eb8b962	WR00333		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-52d4d1f97032	WR00334		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-39b78e8e81f7	WR00335		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f929ec07d01d	WR00336		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-595aa3ba1e68	WR00337		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-27b4f10b93a3	WR00338		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-2f9310caa3af	WR00339		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-3e3471016f05	WR00340		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d8779d4e3c34	WR00341		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-2fd704bbca98	WR00342		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e990216c5791	WR00343		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f8498f1ff026	WR00344		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e71f9cf92c4c	WR00345		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a479a5a746ee	WR00346		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1457c6edb904	WR00347		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f6ad03ef208b	WR00348		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-31c1a5dfa068	WR00349		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e5799f4c75df	WR00350		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-efdeafd0b17e	WR00351		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e7808480b24a	WR00352		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e0b28d8f7d41	WR00353		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-aa9b384bc91b	WR00354		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-490535139066	WR00355		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-319db13dbc0e	WR00356		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-27da97770c1f	WR00357		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c21ec41c47b2	WR00358		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9720ada67ee2	WR00359		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4bfdc412b71b	WR00360		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-7c36f8873787	WR00361		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a9866ba2f767	WR00362		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-7353d332db96	WR00363		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-55fccd55dc26	WR00364		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-79360a2c7566	WR00365		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-fdc70ce3247a	WR00366		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-6eb5bad3ec6e	WR00367		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c6cd87021de2	WR00368		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bf0968deb48c	WR00369		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a85ccc10f0d2	WR00370		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a98e4a1f48bb	WR00371		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0be819c74ab3	WR00372		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1efd24820238	WR00373		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-98956e6bfeca	WR00374		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-8866f3367af6	WR00375		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-5e1dea211b0b	WR00376		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e3632e8e2af9	WR00377		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-706fca852bf2	WR00378		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-6487a38e2938	WR00379		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-76533203789c	WR00380		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-223ae73e06eb	WR00381		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1e5ab576ac3b	WR00382		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e264842fb279	WR00383		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-26dfce3d05b6	WR00384		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-926eb7da7bcc	WR00385		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-58b37b4921b2	WR00386		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c07ffdb4e653	WR00387		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-8de9bc757bee	WR00388		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-395691bb12b9	WR00389		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-79be76c2aef8	WR00390		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-6a8f222bc0e0	WR00391		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a0fcde9b798f	WR00392		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-11efd6bd0130	WR00393		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-8ab744fa7dbb	WR00394		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
