schedule_serial	character_id	character_name	book_num	character_group_id	group_basis	timeline_phase	assigned_scene_id	event_beat_id	relationship_layer	capacity_mode	target_policy
CTS-5a1c58316a85	WC01651	Aerfirabrookion1651	B01	CG-4200c1585aa6	book|tier|role|region	introduction	B01_C009	EB-RW-00009	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-254bc24ec988	WC01651	Aerfirabrookion1651	B01	CG-4200c1585aa6	book|tier|role|region	development	B01_C010	EB-RW-00010	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e3f8e3ef19fc	WC01651	Aerfirabrookion1651	B01	CG-4200c1585aa6	book|tier|role|region	relationship_consequence	B01_C011	EB-RW-00011	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-7f6fdbbbdf0a	WC01651	Aerfirabrookion1651	B01	CG-4200c1585aa6	book|tier|role|region	return_or_resolution	B01_C012	EB-RW-00012	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e4b247ca70c3	WC02311	Aerdalenamarion2311	B01	CG-4200c1585aa6	book|tier|role|region	introduction	B01_C013	EB-RW-00013	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e3701ed10fa1	WC02311	Aerdalenamarion2311	B01	CG-4200c1585aa6	book|tier|role|region	development	B01_C014	EB-RW-00014	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-95b488953883	WC02311	Aerdalenamarion2311	B01	CG-4200c1585aa6	book|tier|role|region	relationship_consequence	B01_C015	EB-RW-00015	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-65801b8e6d71	WC02311	Aerdalenamarion2311	B01	CG-4200c1585aa6	book|tier|role|region	return_or_resolution	B01_C016	EB-RW-00016	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b45f97e36fb1	WC02971	Ashanaradalenianion2971	B01	CG-4200c1585aa6	book|tier|role|region	introduction	B01_C017	EB-RW-00017	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9dbeb48e3af4	WC02971	Ashanaradalenianion2971	B01	CG-4200c1585aa6	book|tier|role|region	development	B01_C018	EB-RW-00018	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-2664d76ac246	WC02971	Ashanaradalenianion2971	B01	CG-4200c1585aa6	book|tier|role|region	relationship_consequence	B01_C019	EB-RW-00019	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-49a317b852ff	WC02971	Ashanaradalenianion2971	B01	CG-4200c1585aa6	book|tier|role|region	return_or_resolution	B01_C020	EB-RW-00020	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3cf2b1cebb19	WC03631	Aerfiramarrowel3631	B01	CG-4200c1585aa6	book|tier|role|region	introduction	B01_C021	EB-RW-00021	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-f8773f30bf4f	WC03631	Aerfiramarrowel3631	B01	CG-4200c1585aa6	book|tier|role|region	development	B01_C022	EB-RW-00022	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-1eda2a4732ed	WC03631	Aerfiramarrowel3631	B01	CG-4200c1585aa6	book|tier|role|region	relationship_consequence	B01_C023	EB-RW-00023	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-ffe0862f7066	WC03631	Aerfiramarrowel3631	B01	CG-4200c1585aa6	book|tier|role|region	return_or_resolution	B01_C024	EB-RW-00024	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-73a57e8800d1	WC04291	Aerdalenarel4291	B01	CG-4200c1585aa6	book|tier|role|region	introduction	B01_C025	EB-RW-00025	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-d6b59fea4819	WC04291	Aerdalenarel4291	B01	CG-4200c1585aa6	book|tier|role|region	development	B01_C026	EB-RW-00026	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-f1213a2c4167	WC04291	Aerdalenarel4291	B01	CG-4200c1585aa6	book|tier|role|region	relationship_consequence	B01_C027	EB-RW-00027	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-7ea3828de6d1	WC04291	Aerdalenarel4291	B01	CG-4200c1585aa6	book|tier|role|region	return_or_resolution	B01_C028	EB-RW-00028	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b224794e243e	WC04951	Aerfiraianlarkaen4951	B01	CG-4200c1585aa6	book|tier|role|region	introduction	B01_C029	EB-RW-00029	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-6e4dd2d97d9d	WC04951	Aerfiraianlarkaen4951	B01	CG-4200c1585aa6	book|tier|role|region	development	B01_C030	EB-RW-00030	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-5e0863a0c166	WC04951	Aerfiraianlarkaen4951	B01	CG-4200c1585aa6	book|tier|role|region	relationship_consequence	B01_C031	EB-RW-00031	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-68efb33b67ef	WC04951	Aerfiraianlarkaen4951	B01	CG-4200c1585aa6	book|tier|role|region	return_or_resolution	B01_C032	EB-RW-00032	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-0ea10fb92716	WC00397	Ashajoraen397	B01	CG-47ad0c416381	book|tier|role|region	introduction	B01_C001	EB-RW-00001	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-8f846c73e6c1	WC00397	Ashajoraen397	B01	CG-47ad0c416381	book|tier|role|region	development	B01_C002	EB-RW-00002	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c784ec8b54c3	WC00397	Ashajoraen397	B01	CG-47ad0c416381	book|tier|role|region	relationship_consequence	B01_C003	EB-RW-00003	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-9a0a83c6a0b4	WC00397	Ashajoraen397	B01	CG-47ad0c416381	book|tier|role|region	return_or_resolution	B01_C004	EB-RW-00004	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-78942525b735	WC01057	Ashajorabrookiel1057	B01	CG-47ad0c416381	book|tier|role|region	introduction	B01_C005	EB-RW-00005	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-8fe2577c6eab	WC01057	Ashajorabrookiel1057	B01	CG-47ad0c416381	book|tier|role|region	development	B01_C006	EB-RW-00006	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e2a0251b6c23	WC01057	Ashajorabrookiel1057	B01	CG-47ad0c416381	book|tier|role|region	relationship_consequence	B01_C007	EB-RW-00007	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-1906184293a2	WC01057	Ashajorabrookiel1057	B01	CG-47ad0c416381	book|tier|role|region	return_or_resolution	B01_C008	EB-RW-00008	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-d8b5d194ed88	WC01717	Aeranoramarashel1717	B01	CG-47ad0c416381	book|tier|role|region	introduction	B01_C009	EB-RW-00009	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7bc326a9eab6	WC01717	Aeranoramarashel1717	B01	CG-47ad0c416381	book|tier|role|region	development	B01_C010	EB-RW-00010	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-70e33020f03f	WC01717	Aeranoramarashel1717	B01	CG-47ad0c416381	book|tier|role|region	relationship_consequence	B01_C011	EB-RW-00011	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-77f88f52dc3a	WC01717	Aeranoramarashel1717	B01	CG-47ad0c416381	book|tier|role|region	return_or_resolution	B01_C012	EB-RW-00012	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-8757501e99b6	WC02377	Ashagalenfiraiel2377	B01	CG-47ad0c416381	book|tier|role|region	introduction	B01_C013	EB-RW-00013	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-1ccece3dc69c	WC02377	Ashagalenfiraiel2377	B01	CG-47ad0c416381	book|tier|role|region	development	B01_C014	EB-RW-00014	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9d43485ea4d3	WC02377	Ashagalenfiraiel2377	B01	CG-47ad0c416381	book|tier|role|region	relationship_consequence	B01_C015	EB-RW-00015	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-9b1505afdca1	WC02377	Ashagalenfiraiel2377	B01	CG-47ad0c416381	book|tier|role|region	return_or_resolution	B01_C016	EB-RW-00016	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-4ebeb3a9014a	WC03037	Aerdalenluthivyaria3037	B01	CG-47ad0c416381	book|tier|role|region	introduction	B01_C017	EB-RW-00017	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e2c1eca1d4ae	WC03037	Aerdalenluthivyaria3037	B01	CG-47ad0c416381	book|tier|role|region	development	B01_C018	EB-RW-00018	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-633f9ab421e4	WC03037	Aerdalenluthivyaria3037	B01	CG-47ad0c416381	book|tier|role|region	relationship_consequence	B01_C019	EB-RW-00019	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-7a9e62af1182	WC03037	Aerdalenluthivyaria3037	B01	CG-47ad0c416381	book|tier|role|region	return_or_resolution	B01_C020	EB-RW-00020	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-069c368b74bf	WC03697	Aerdalenianmossion3697	B01	CG-47ad0c416381	book|tier|role|region	introduction	B01_C021	EB-RW-00021	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c239da8ca044	WC03697	Aerdalenianmossion3697	B01	CG-47ad0c416381	book|tier|role|region	development	B01_C022	EB-RW-00022	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-db18397a95ef	WC03697	Aerdalenianmossion3697	B01	CG-47ad0c416381	book|tier|role|region	relationship_consequence	B01_C023	EB-RW-00023	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-01a9544803f3	WC03697	Aerdalenianmossion3697	B01	CG-47ad0c416381	book|tier|role|region	return_or_resolution	B01_C024	EB-RW-00024	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-ce5da271d126	WC04357	Aerfiraianhaloraria4357	B01	CG-47ad0c416381	book|tier|role|region	introduction	B01_C025	EB-RW-00025	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-0f5b2a38750a	WC04357	Aerfiraianhaloraria4357	B01	CG-47ad0c416381	book|tier|role|region	development	B01_C026	EB-RW-00026	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-2b120197e890	WC04357	Aerfiraianhaloraria4357	B01	CG-47ad0c416381	book|tier|role|region	relationship_consequence	B01_C027	EB-RW-00027	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-5579a9b22848	WC04357	Aerfiraianhaloraria4357	B01	CG-47ad0c416381	book|tier|role|region	return_or_resolution	B01_C028	EB-RW-00028	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7b76b3a08ab9	WC00430	Aeranorluthaelavel430	B01	CG-60d4454e5c5c	book|tier|role|region	introduction	B01_C001	EB-RW-00001	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-bb5a41d84d51	WC00430	Aeranorluthaelavel430	B01	CG-60d4454e5c5c	book|tier|role|region	development	B01_C002	EB-RW-00002	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7545448ea3b9	WC00430	Aeranorluthaelavel430	B01	CG-60d4454e5c5c	book|tier|role|region	relationship_consequence	B01_C003	EB-RW-00003	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-b19061f01ceb	WC00430	Aeranorluthaelavel430	B01	CG-60d4454e5c5c	book|tier|role|region	return_or_resolution	B01_C004	EB-RW-00004	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-4371c2e09e0f	WC01090	Aeranorbellaria1090	B01	CG-60d4454e5c5c	book|tier|role|region	introduction	B01_C005	EB-RW-00005	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3cb959353cff	WC01090	Aeranorbellaria1090	B01	CG-60d4454e5c5c	book|tier|role|region	development	B01_C006	EB-RW-00006	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-fd0c38c3aa4a	WC01090	Aeranorbellaria1090	B01	CG-60d4454e5c5c	book|tier|role|region	relationship_consequence	B01_C007	EB-RW-00007	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-98ccda4c9452	WC01090	Aeranorbellaria1090	B01	CG-60d4454e5c5c	book|tier|role|region	return_or_resolution	B01_C008	EB-RW-00008	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-4d2f0afbdb3a	WC01750	Aeranorlarkael1750	B01	CG-60d4454e5c5c	book|tier|role|region	introduction	B01_C009	EB-RW-00009	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-47007aca8c74	WC01750	Aeranorlarkael1750	B01	CG-60d4454e5c5c	book|tier|role|region	development	B01_C010	EB-RW-00010	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-40cf68847095	WC01750	Aeranorlarkael1750	B01	CG-60d4454e5c5c	book|tier|role|region	relationship_consequence	B01_C011	EB-RW-00011	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-16e20a848894	WC01750	Aeranorlarkael1750	B01	CG-60d4454e5c5c	book|tier|role|region	return_or_resolution	B01_C012	EB-RW-00012	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-df5d58e2ac82	WC02410	Aerindraamarel2410	B01	CG-60d4454e5c5c	book|tier|role|region	introduction	B01_C013	EB-RW-00013	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-23eeb70d24a5	WC02410	Aerindraamarel2410	B01	CG-60d4454e5c5c	book|tier|role|region	development	B01_C014	EB-RW-00014	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-48f60b1192dd	WC02410	Aerindraamarel2410	B01	CG-60d4454e5c5c	book|tier|role|region	relationship_consequence	B01_C015	EB-RW-00015	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-9057f55e7492	WC02410	Aerindraamarel2410	B01	CG-60d4454e5c5c	book|tier|role|region	return_or_resolution	B01_C016	EB-RW-00016	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-eaeac467dbdb	WC03070	Aeranorglassel3070	B01	CG-60d4454e5c5c	book|tier|role|region	introduction	B01_C017	EB-RW-00017	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-29662e289d6d	WC03070	Aeranorglassel3070	B01	CG-60d4454e5c5c	book|tier|role|region	development	B01_C018	EB-RW-00018	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-282ab33b50fd	WC03070	Aeranorglassel3070	B01	CG-60d4454e5c5c	book|tier|role|region	relationship_consequence	B01_C019	EB-RW-00019	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-4ba38f2fa3b5	WC03070	Aeranorglassel3070	B01	CG-60d4454e5c5c	book|tier|role|region	return_or_resolution	B01_C020	EB-RW-00020	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-96c1e806ae2b	WC03730	Aeranoriven3730	B01	CG-60d4454e5c5c	book|tier|role|region	introduction	B01_C021	EB-RW-00021	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c486dec62dc0	WC03730	Aeranoriven3730	B01	CG-60d4454e5c5c	book|tier|role|region	development	B01_C022	EB-RW-00022	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-396fa9d10d15	WC03730	Aeranoriven3730	B01	CG-60d4454e5c5c	book|tier|role|region	relationship_consequence	B01_C023	EB-RW-00023	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-87dffa73deef	WC03730	Aeranoriven3730	B01	CG-60d4454e5c5c	book|tier|role|region	return_or_resolution	B01_C024	EB-RW-00024	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3e2c2cd3c16e	WC04390	Aeranoriven4390	B01	CG-60d4454e5c5c	book|tier|role|region	introduction	B01_C025	EB-RW-00025	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b84d8e06200d	WC04390	Aeranoriven4390	B01	CG-60d4454e5c5c	book|tier|role|region	development	B01_C026	EB-RW-00026	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-2cb25fad8819	WC04390	Aeranoriven4390	B01	CG-60d4454e5c5c	book|tier|role|region	relationship_consequence	B01_C027	EB-RW-00027	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-15f44075dcc8	WC04390	Aeranoriven4390	B01	CG-60d4454e5c5c	book|tier|role|region	return_or_resolution	B01_C028	EB-RW-00028	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-821ab5d9b4cf	WC00133	Aeranorcoriaael133	B01	CG-6ed1f4b6ec43	book|tier|role|region	introduction	B01_C001	EB-RW-00001	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-859988f6ec60	WC00133	Aeranorcoriaael133	B01	CG-6ed1f4b6ec43	book|tier|role|region	development	B01_C002	EB-RW-00002	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-0ec6b4d66877	WC00133	Aeranorcoriaael133	B01	CG-6ed1f4b6ec43	book|tier|role|region	relationship_consequence	B01_C003	EB-RW-00003	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-2c261944be74	WC00133	Aeranorcoriaael133	B01	CG-6ed1f4b6ec43	book|tier|role|region	return_or_resolution	B01_C004	EB-RW-00004	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-02c16e48f35c	WC00793	Ashaavelmarrowen793	B01	CG-6ed1f4b6ec43	book|tier|role|region	introduction	B01_C005	EB-RW-00005	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-74a980c83036	WC00793	Ashaavelmarrowen793	B01	CG-6ed1f4b6ec43	book|tier|role|region	development	B01_C006	EB-RW-00006	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-8882379fe020	WC00793	Ashaavelmarrowen793	B01	CG-6ed1f4b6ec43	book|tier|role|region	relationship_consequence	B01_C007	EB-RW-00007	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-133c853fbe48	WC00793	Ashaavelmarrowen793	B01	CG-6ed1f4b6ec43	book|tier|role|region	return_or_resolution	B01_C008	EB-RW-00008	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-8a57ad6c3e65	WC01453	Aermaelorluthael1453	B01	CG-6ed1f4b6ec43	book|tier|role|region	introduction	B01_C009	EB-RW-00009	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-1a2f5b1b33dd	WC01453	Aermaelorluthael1453	B01	CG-6ed1f4b6ec43	book|tier|role|region	development	B01_C010	EB-RW-00010	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3bc2fed1f7f0	WC01453	Aermaelorluthael1453	B01	CG-6ed1f4b6ec43	book|tier|role|region	relationship_consequence	B01_C011	EB-RW-00011	relationship_obligation	shared_existing_scene	no_new_scene_created
