serial	scene_id	book_num	event_beat_id	character_link	creature_link	quest_link	location_link	world_link	layers	status
MAP-SCENE-cd38dc7dfdff	B01_28	B01	EB-RW-00114			 Event beat EB-RW-00114: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-e92027bbb817	B01_29	B01	EB-RW-00115	wowas::mack_willow_father		 Event beat EB-RW-00115: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-523174c75e6d	B01_30	B01	EB-RW-00116			 Event beat EB-RW-00116: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-3c09a3a02afa	B01_31	B01	EB-RW-00117			 Event beat EB-RW-00117: the quest objective changes after evidence.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-5f3661b7cefe	B01_32	B01	EB-RW-00118	wowas::mack_willow_father		 Event beat EB-RW-00118: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-d9fe65031605	B01_33	B01	EB-RW-00119			 Event beat EB-RW-00119: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-c6c7c9e59779	B01_34	B01	EB-RW-00120	wowas::mack_willow_father		 Event beat EB-RW-00120: the group records a consequence before continuing.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-e7007830ba19	B01_35	B01	EB-RW-00121			 Event beat EB-RW-00121: choice pressure changes the route.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-b407624baea8	B01_36	B01	EB-RW-00122			 Event beat EB-RW-00122: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-bf2902d41b44	B01_37	B01	EB-RW-00123	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00123: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-242f03429575	B01_38	B01	EB-RW-00124			 Event beat EB-RW-00124: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-42f85355c97d	B01_39	B01	EB-RW-00125			 Event beat EB-RW-00125: the quest objective changes after evidence.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-82a5ab1f1164	B01_40	B01	EB-RW-00126			 Event beat EB-RW-00126: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-99c09336dc65	B01_M001	B01	EB-RW-00127	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce		Opening Pressure: Pip and Mack move prophecy against blue light, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00127: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-0882623ff8e5	B01_M002	B01	EB-RW-00128	wowas::rylos_vayne_johnson | wowas::mack_willow_father		Opening Pressure: Mack and Rylos move oasis against Rylos, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00128: the group records a consequence before continuing.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-7554198dc91b	B01_M003	B01	EB-RW-00129	wowas::xethrolund_papi | wowas::rylos_vayne_johnson		Opening Pressure: Rylos and Xethrolund move archive against wound, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00129: choice pressure changes the route.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-a1888476a375	B01_M004	B01	EB-RW-00130	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce		Opening Pressure: Xethrolund and Pip move blue light against archive, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00130: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-9b0a091dd165	B01_M005	B01	EB-RW-00131	wowas::xethrolund_papi | wowas::mack_willow_father | wowas::pip_indalwin_willowjayce		Opening Pressure: Pip and Mack move Xethrolund against betrayal, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00131: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-08c431eb17c8	B01_M006	B01	EB-RW-00132	wowas::rylos_vayne_johnson | wowas::mack_willow_father		Opening Pressure: Mack and Rylos move betrayal against threshold, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00132: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-0b644b0b116d	B01_M007	B01	EB-RW-00133	wowas::xethrolund_papi | wowas::rylos_vayne_johnson		Opening Pressure: Rylos and Xethrolund move Rylos against oasis, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00133: the quest objective changes after evidence.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-1aa0477f06b1	B01_M008	B01	EB-RW-00134	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce		Opening Pressure: Xethrolund and Pip move new thread against Xethrolund, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00134: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-c700baeee58a	B01_M009	B01	EB-RW-00135	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce		Opening Pressure: Pip and Mack move threshold against new thread, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00135: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-f01e666fcea0	B01_M010	B01	EB-RW-00136	wowas::rylos_vayne_johnson | wowas::mack_willow_father		Opening Pressure: Mack and Rylos move wound against prophecy, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00136: the group records a consequence before continuing.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-8ee12cfe3e41	B01_M011	B01	EB-RW-00137	wowas::xethrolund_papi | wowas::rylos_vayne_johnson		Opening Pressure: Rylos and Xethrolund move prophecy against blue light, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00137: choice pressure changes the route.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-fe0895167a92	B01_M012	B01	EB-RW-00138	wowas::xethrolund_papi | wowas::rylos_vayne_johnson | wowas::pip_indalwin_willowjayce		Opening Pressure: Xethrolund and Pip move oasis against Rylos, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00138: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-0e386ef208d3	B01_M013	B01	EB-RW-00139	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce		Opening Pressure: Pip and Mack move archive against wound, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00139: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-27b32b4d071a	B01_M014	B01	EB-RW-00140	wowas::rylos_vayne_johnson | wowas::mack_willow_father		Opening Pressure: Mack and Rylos move blue light against archive, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00140: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-5d47b2f6800b	B01_M015	B01	EB-RW-00141	wowas::xethrolund_papi | wowas::rylos_vayne_johnson		Opening Pressure: Rylos and Xethrolund move Xethrolund against betrayal, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00141: the quest objective changes after evidence.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-3cef390d4bb5	B01_M016	B01	EB-RW-00142	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce		Opening Pressure: Xethrolund and Pip move betrayal against threshold, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00142: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-989c97f55d65	B01_M017	B01	EB-RW-00143	wowas::rylos_vayne_johnson | wowas::mack_willow_father | wowas::pip_indalwin_willowjayce		Opening Pressure: Pip and Mack move Rylos against oasis, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00143: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-2d1506d0a56f	B01_M018	B01	EB-RW-00144	wowas::xethrolund_papi | wowas::rylos_vayne_johnson | wowas::mack_willow_father		Opening Pressure: Mack and Rylos move new thread against Xethrolund, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00144: the group records a consequence before continuing.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-152183559701	B01_M019	B01	EB-RW-00145	wowas::xethrolund_papi | wowas::rylos_vayne_johnson		Opening Pressure: Rylos and Xethrolund move threshold against new thread, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00145: choice pressure changes the route.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-b3fbe9cc15d3	B01_M020	B01	EB-RW-00146	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce		Opening Pressure: Xethrolund and Pip move wound against prophecy, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00146: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-f73174a85d30	B01_M021	B01	EB-RW-00147	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce		Opening Pressure: Pip and Mack move prophecy against blue light, keeping the book's law that choice begins world while this scene sets the first pressure vector. Event beat EB-RW-00147: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
