character_id	name	tier	volume	book_anchor	role	house_pressure	region	source_anchor	candidate_draws	selection_score	story_background_law	visual_spec	visual_status	identity_profile	pronouns	prose_treatment	identity_serial	adult_role_profile	role_prose_treatment	age_band	adult_role_eligibility	content_rating
WC00066	Aeranorianendariven66	recurring-background	V1	B33	bridge keeper	Wren-Ash	ripper tunnel	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-ripper tunnel	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-a2ced04010bb	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00067	Aerdalenmarrowdion67	deep-background	V1	B01	market singer	Thorn-Vayne	cello field	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-cello field	procedural_visual_spec_v1	pansexual_male	he/they	pansexual identity is ordinary life context	ID-dbd9b3ac700f	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00068	Aeranormireiven68	support	V1	B02	glass forge worker	Marso-len	blue-light road	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-blue-light road	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-9214532fb1c7	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00069	Ashajoradalenen69	background	V1	B03	ripper survivor	Rolzen-line	xeth glyph yard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-xeth glyph yard	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-f0e6f4f60b06	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00070	Aerdalenamarion70	story	V1	B04	map seller	Kyreal-pack	stone fen	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-stone fen	procedural_visual_spec_v1	queer_nonbinary	they/them	queer nonbinary identity is ordinary life context	ID-9e19acaa89bb	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00071	Aerindracoriaael71	recurring-background	V1	B05	cellar cook	Xethrolund-glyph	pocket sanctuary	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-pocket sanctuary	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-1590d8fbd5d9	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00072	Aerindradria72	deep-background	V1	B06	triage helper	Pip-no-path	glass orchard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-glass orchard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-482c6af3f54c	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00073	Aeranorcoriael73	support	V1	B07	faction runner	Mack-ground	neith edge	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-neith edge	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-ce4e047639d4	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00074	Aeranorianael74	background	V1	B08	wolf-road scout	Dervish-glass	willow-stone county	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-willow-stone county	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-119ca9c8d0bb	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00075	Aerfiraevaraaelael75	story	V1	B09	glyph apprentice	Vayne	last open gate	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-last open gate	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-29149e00a598	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00076	Ashaavelanorel76	recurring-background	V1	B10	corridor child	Null-Heart	diamond breakland	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-diamond breakland	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-5187a42e9e5f	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00077	Aermaeloriel77	deep-background	V1	B11	field healer	Iron-Song	black-heart ridge	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-black-heart ridge	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-d801d15288fb	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00078	Aeranoramaravel78	support	V1	B12	cavern farmer	Wren-Ash	ash river	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-ash river	procedural_visual_spec_v1	queer_nonbinary	they/them	queer nonbinary identity is ordinary life context	ID-0ec38ee55e72	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00079	Aerfiraamariel79	background	V1	B13	garden watcher	Thorn-Vayne	morrow market	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-morrow market	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-00160e1cc1f3	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00080	Aerdalenamarhalorel80	story	V1	B14	stone archivist	Marso-len	root vale	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-root vale	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-8663d1e19aff	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00081	Aerdalenmossavel81	recurring-background	V1	B15	orchard guard	Rolzen-line	ripper tunnel	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-ripper tunnel	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-5795b9e616ff	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00082	Aeranoramarbrinael82	deep-background	V1	B16	sonomancy listener	Kyreal-pack	cello field	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-cello field	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-312dbc5efa1a	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00083	Aerdalenluthivyel83	support	V1	B17	tunnel witness	Xethrolund-glyph	blue-light road	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-blue-light road	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-13ac867eed25	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00084	Ashaelionindraelle84	background	V1	B18	threshold mason	Pip-no-path	xeth glyph yard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-xeth glyph yard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-8a11486177c4	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00085	Aerfiraarel85	story	V1	B19	bookbinder	Mack-ground	stone fen	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-stone fen	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-5d33172fc4c5	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00086	Aeranoriven86	recurring-background	V1	B20	bridge keeper	Dervish-glass	pocket sanctuary	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-pocket sanctuary	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-a5124f18434c	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00087	Aerdalenianaelavel87	deep-background	V1	B21	market singer	Vayne	glass orchard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-glass orchard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-abb05089a375	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00088	Aeranorianmarrowel88	support	V1	B22	glass forge worker	Null-Heart	neith edge	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-neith edge	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-30fed100038e	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00089	Aeranorluthdria89	background	V1	B23	ripper survivor	Iron-Song	willow-stone county	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-willow-stone county	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-1473811e7fde	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00090	Aerdalenianavel90	story	V1	B24	map seller	Wren-Ash	last open gate	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-last open gate	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-73117ca0a0cd	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00091	Brenendarnaradion91	recurring-background	V1	B25	cellar cook	Thorn-Vayne	diamond breakland	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-diamond breakland	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-289bef666b27	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC00092	Aeranorevarahaloren92	deep-background	V1	B26	triage helper	Marso-len	black-heart ridge	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-black-heart ridge	procedural_visual_spec_v1	pansexual_male	he/they	pansexual identity is ordinary life context	ID-3d7dcee28aca	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
