generated_character_id	generated_name	book_anchor	generated_role	generated_tier	source_anchor	authored_canonical_id	authored_canonical_name	inherited_locked_traits	inherited_sources	voice_constraint	pressure_response	dynamic_function	dynamic_relation_type	dynamic_counterpart	dynamic_polarity	dynamic_pressure_translation	variation_policy	prose_status
WC00085	Aerfiraarel85	B19	bookbinder	story	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00086	Aeranoriven86	B20	bridge keeper	recurring-background	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00087	Aerdalenianaelavel87	B21	market singer	deep-background	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Rolzen	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00088	Aeranorianmarrowel88	B22	glass forge worker	support	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		dream_to_document_proof	Ada/Bannock Idaho corridor	healing	Pip's intuition is confirmed by ruined brochures and roadside proof, turning dream-pressure into navigable route logic.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00089	Aeranorluthdria89	B23	ripper survivor	background	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		book_copresence	Dervish	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00090	Aerdalenianavel90	B24	map seller	story	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		coded_witness_to_transformation	Pip (Indalwin Willowjayce)	protective	Xethrolund reads the shell and wing event as lawful reality under unfamiliar parameters and stays engaged instead of trying to dominate the process.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00091	Brenendarnaradion91	B25	cellar cook	recurring-background	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		book_copresence	Mack	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00092	Aeranorevarahaloren92	B26	triage helper	deep-background	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00093	Aeranoramaraelion93	B27	faction runner	support	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00094	Aerfiraluthdion94	B28	wolf-road scout	background	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00095	Aeranoravel95	B29	glyph apprentice	story	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00096	Aerfiraamaravel96	B30	corridor child	recurring-background	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00097	Aerdalenamaraelion97	B31	field healer	deep-background	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00098	Ashaeliongroveaen98	B32	cavern farmer	support	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00099	Aermaelorion99	B33	garden watcher	background	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Rylos (Rylos Vayne Johnson)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00100	Ashaelionfiraael100	B01	stone archivist	story	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		mirror_pressure_under_transformation	Rylos (Rylos Vayne Johnson)	mixed	Rylos is forced to witness a form of Pip that is beautiful, dangerous, and no longer interpretable through the old control grammar.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00101	Aerindraevaraarel101	B02	orchard guard	recurring-background	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		book_copresence	Mack	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00102	Aeranorianiven102	B03	sonomancy listener	deep-background	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Solvaenkyr	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00103	Aerfiraianendardion103	B04	tunnel witness	support	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		book_copresence	Xethrolund	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00104	Aerindracoriaelle104	B05	threshold mason	background	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00105	Aerfiraamarendarel105	B06	bookbinder	story	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00106	Aeranordria106	B07	bridge keeper	recurring-background	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00107	Aerdalenianhaloren107	B08	market singer	deep-background	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00108	Ashagalenhollowarel108	B09	glass forge worker	support	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00109	Aerdalenamarmossion109	B10	ripper survivor	background	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00110	Ashaelionael110	B11	map seller	story	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00111	Aeranorcoriabellen111	B12	cellar cook	recurring-background	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		lattice_avatar_support	Mack	mythic	The Dervish acts as lattice-avatar and threshold-support, bearing resurrection ground at the end.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00112	Aeranorcoriaiel112	B13	triage helper	deep-background	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		book_copresence	Ursula	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC00113	Aerindracoriadion113	B14	faction runner	support	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		protective_response_to_transformation	Pip (Indalwin Willowjayce)	protective	Rolzen answers the shell and wing eruption with body-forward guardianship and combat adaptation, not withdrawal.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
