character_code	canonical_name	book_num	book_title	timeline_band_code	first_active_scene	last_active_scene	activity_mode	narrative_tier	quest_role	faction	role_summary	region_code	dimension_overlay	peril_state	transformation_state	book_function_notes	source_basis
wowas::daisy_may_great_dane	Daisy May	25	Death Is Rebirth (Blood Cello terminus chapter)	B25	B25_S084	B25_R0794	companion_presence	core	party_core	none	unconditional anchor	late_world_thresholds	late_world_reconstitution	extreme	stable		scene_index_inference
wowas::dervish_cosmic_entity	Dervish	25	Death Is Rebirth (Blood Cello terminus chapter)	B25			active	core	major_recurring	none	cosmic corrective force	late_world_thresholds	late_world_reconstitution	extreme	stable		character_registry
wowas::mack_willow_father	Mack	25	Death Is Rebirth (Blood Cello terminus chapter)	B25	B25_M001	B25_M058	active	core	major_recurring	none	guardian / biological father / planetary anchor	late_world_thresholds	late_world_reconstitution	extreme	stable		scene_index_inference
wowas::majiskii_great_dane	Majiskii	25	Death Is Rebirth (Blood Cello terminus chapter)	B25			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	late_world_thresholds	late_world_reconstitution	extreme	stable		character_registry
wowas::neith_architect_mother	Neith	25	Death Is Rebirth (Blood Cello terminus chapter)	B25			active	core	opposition	none	foundational architect villain / Rylos' mother	late_world_thresholds	late_world_reconstitution	extreme	stable		character_registry
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	25	Death Is Rebirth (Blood Cello terminus chapter)	B25	B25_M001	B25_M057	active	core	party_core	none	protagonist / sonomancer / world-maker	late_world_thresholds	late_world_reconstitution	extreme	stable		scene_index_inference
wowas::rolzen_warrior_anchor	Rolzen	25	Death Is Rebirth (Blood Cello terminus chapter)	B25			active	core	party_core	none	warrior / healing arc / flux field teacher	late_world_thresholds	late_world_reconstitution	extreme	stable		character_registry
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	25	Death Is Rebirth (Blood Cello terminus chapter)	B25	B25_M006	B25_M056	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	late_world_thresholds	late_world_reconstitution	extreme	stable		scene_index_inference
wowas::ursula_cosmic_mother	Ursula	25	Death Is Rebirth (Blood Cello terminus chapter)	B25	B25_M002	B25_M059	active	core	major_recurring	none	biological mother / cosmic anchor	late_world_thresholds	late_world_reconstitution	extreme	stable		scene_index_inference
wowas::xethrolund_papi	Xethrolund	25	Death Is Rebirth (Blood Cello terminus chapter)	B25	B25_M005	B25_M055	active	core	party_core	none	librarian / guide / love interest	late_world_thresholds	late_world_reconstitution	extreme	stable		scene_index_inference
