character_id	name	tier	volume	book_anchor	role	house_pressure	region	source_anchor	candidate_draws	selection_score	story_background_law	visual_spec	visual_status
WC00119	Ashanaraanordria119	background	V1	B20	garden watcher	Xethrolund-glyph	willow-stone county	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-willow-stone county	procedural_visual_spec_v1
WC00120	Ashaelionel120	story	V1	B21	stone archivist	Pip-no-path	last open gate	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-last open gate	procedural_visual_spec_v1
WC00121	Aerfiraevaramossiel121	recurring-background	V1	B22	orchard guard	Mack-ground	diamond breakland	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-diamond breakland	procedural_visual_spec_v1
WC00122	Aeranorluthhalorion122	deep-background	V1	B23	sonomancy listener	Dervish-glass	black-heart ridge	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-black-heart ridge	procedural_visual_spec_v1
WC00123	Aeranorevaraaeliven123	support	V1	B24	tunnel witness	Vayne	ash river	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-ash river	procedural_visual_spec_v1
WC00124	Aeranorevarael124	background	V1	B25	threshold mason	Null-Heart	morrow market	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-morrow market	procedural_visual_spec_v1
WC00125	Ashanaramarrowaen125	story	V1	B26	bookbinder	Iron-Song	root vale	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-root vale	procedural_visual_spec_v1
WC00126	Ashajorafiraiandion126	recurring-background	V1	B27	bridge keeper	Wren-Ash	ripper tunnel	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-ripper tunnel	procedural_visual_spec_v1
WC00127	Aerindraavel127	deep-background	V1	B28	market singer	Thorn-Vayne	cello field	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-cello field	procedural_visual_spec_v1
WC00128	Aermaelorel128	support	V1	B29	glass forge worker	Marso-len	blue-light road	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-blue-light road	procedural_visual_spec_v1
WC00129	Aeranoramararia129	background	V1	B30	ripper survivor	Rolzen-line	xeth glyph yard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-xeth glyph yard	procedural_visual_spec_v1
WC00130	Aerindraiankelanaen130	story	V1	B31	map seller	Kyreal-pack	stone fen	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-stone fen	procedural_visual_spec_v1
WC00131	Aerfiradria131	recurring-background	V1	B32	cellar cook	Xethrolund-glyph	pocket sanctuary	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-pocket sanctuary	procedural_visual_spec_v1
WC00132	Aerfiraianel132	deep-background	V1	B33	triage helper	Pip-no-path	glass orchard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-glass orchard	procedural_visual_spec_v1
WC00133	Aeranorcoriaael133	support	V1	B01	faction runner	Mack-ground	neith edge	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-neith edge	procedural_visual_spec_v1
WC00134	Aermaeloramarel134	background	V1	B02	wolf-road scout	Dervish-glass	willow-stone county	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-willow-stone county	procedural_visual_spec_v1
WC00135	Aeranorelle135	story	V1	B03	glyph apprentice	Vayne	last open gate	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-last open gate	procedural_visual_spec_v1
WC00136	Aerfiraael136	recurring-background	V1	B04	corridor child	Null-Heart	diamond breakland	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-diamond breakland	procedural_visual_spec_v1
WC00137	Aerdalenamarivyion137	deep-background	V1	B05	field healer	Iron-Song	black-heart ridge	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-black-heart ridge	procedural_visual_spec_v1
WC00138	Aerfiraiel138	support	V1	B06	cavern farmer	Wren-Ash	ash river	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-ash river	procedural_visual_spec_v1
WC00139	Aerindraluthdion139	background	V1	B07	garden watcher	Thorn-Vayne	morrow market	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-morrow market	procedural_visual_spec_v1
WC00140	Aeranordion140	story	V1	B08	stone archivist	Marso-len	root vale	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-root vale	procedural_visual_spec_v1
WC00141	Ashaavelmaelorelle141	recurring-background	V1	B09	orchard guard	Rolzen-line	ripper tunnel	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-ripper tunnel	procedural_visual_spec_v1
WC00142	Aeranorianavel142	deep-background	V1	B10	sonomancy listener	Kyreal-pack	cello field	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-cello field	procedural_visual_spec_v1
WC00143	Aerfiraianaen143	support	V1	B11	tunnel witness	Xethrolund-glyph	blue-light road	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-blue-light road	procedural_visual_spec_v1
WC00144	Aerdalenamaraelel144	background	V1	B12	threshold mason	Pip-no-path	xeth glyph yard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-xeth glyph yard	procedural_visual_spec_v1
WC00145	Ashaelionanoriven145	story	V1	B13	bookbinder	Mack-ground	stone fen	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-stone fen	procedural_visual_spec_v1
WC00146	Ashaaveldion146	recurring-background	V1	B14	bridge keeper	Dervish-glass	pocket sanctuary	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-pocket sanctuary	procedural_visual_spec_v1
WC00147	Aerfiraevaraael147	deep-background	V1	B15	market singer	Vayne	glass orchard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-glass orchard	procedural_visual_spec_v1
WC00148	Ashaelioncinderdion148	support	V1	B16	glass forge worker	Null-Heart	neith edge	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-neith edge	procedural_visual_spec_v1
WC00149	Aeranorevaraarel149	background	V1	B17	ripper survivor	Iron-Song	willow-stone county	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-willow-stone county	procedural_visual_spec_v1
WC00150	Aerdalenianaelion150	story	V1	B18	map seller	Wren-Ash	last open gate	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-last open gate	procedural_visual_spec_v1
WC00151	Aerdalencoriael151	recurring-background	V1	B19	cellar cook	Thorn-Vayne	diamond breakland	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-diamond breakland	procedural_visual_spec_v1
WC00152	Ashaavelion152	deep-background	V1	B20	triage helper	Marso-len	black-heart ridge	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-black-heart ridge	procedural_visual_spec_v1
WC00153	Aerdalenianbrinael153	support	V1	B21	faction runner	Rolzen-line	ash river	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-ash river	procedural_visual_spec_v1
WC00154	Aerdalenorchardiel154	background	V1	B22	wolf-road scout	Kyreal-pack	morrow market	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-morrow market	procedural_visual_spec_v1
WC00155	Aerfiracoriaaelarel155	story	V1	B23	glyph apprentice	Xethrolund-glyph	root vale	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-root vale	procedural_visual_spec_v1
WC00156	Ashaaveliven156	recurring-background	V1	B24	corridor child	Pip-no-path	ripper tunnel	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-ripper tunnel	procedural_visual_spec_v1
WC00157	Aermaelordion157	deep-background	V1	B25	field healer	Mack-ground	cello field	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-cello field	procedural_visual_spec_v1
WC00158	Aerfiraluthiel158	support	V1	B26	cavern farmer	Dervish-glass	blue-light road	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-blue-light road	procedural_visual_spec_v1
WC00159	Aeranorcoriaen159	background	V1	B27	garden watcher	Vayne	xeth glyph yard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-xeth glyph yard	procedural_visual_spec_v1
WC00160	Aeranorcoriadria160	story	V1	B28	stone archivist	Null-Heart	stone fen	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-stone fen	procedural_visual_spec_v1
WC00161	Aeranorael161	recurring-background	V1	B29	orchard guard	Iron-Song	pocket sanctuary	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-pocket sanctuary	procedural_visual_spec_v1
WC00162	Aeranoramaren162	deep-background	V1	B30	sonomancy listener	Wren-Ash	glass orchard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-glass orchard	procedural_visual_spec_v1
WC00163	Aerindraianaelelle163	support	V1	B31	tunnel witness	Thorn-Vayne	neith edge	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-neith edge	procedural_visual_spec_v1
WC00164	Aeranoramarivyarel164	background	V1	B32	threshold mason	Marso-len	willow-stone county	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-willow-stone county	procedural_visual_spec_v1
WC00165	Aerfiradion165	story	V1	B33	bookbinder	Rolzen-line	last open gate	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-last open gate	procedural_visual_spec_v1
WC00166	Aerdalenluthion166	recurring-background	V1	B01	bridge keeper	Kyreal-pack	diamond breakland	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-diamond breakland	procedural_visual_spec_v1
WC00167	Aerfiraianhalorarel167	deep-background	V1	B02	market singer	Xethrolund-glyph	black-heart ridge	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-black-heart ridge	procedural_visual_spec_v1
WC00168	Aeranoramarel168	support	V1	B03	glass forge worker	Pip-no-path	ash river	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-ash river	procedural_visual_spec_v1
WC00169	Ashaelionfiraelle169	background	V1	B04	ripper survivor	Mack-ground	morrow market	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-morrow market	procedural_visual_spec_v1
WC00170	Aerfiracoriaelle170	story	V1	B05	map seller	Dervish-glass	root vale	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-root vale	procedural_visual_spec_v1
WC00171	Brenaeldria171	recurring-background	V1	B06	cellar cook	Vayne	ripper tunnel	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-ripper tunnel	procedural_visual_spec_v1
WC00172	Aermaelorluthaelen172	deep-background	V1	B07	triage helper	Null-Heart	cello field	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-cello field	procedural_visual_spec_v1
WC00173	Aeranormireiel173	support	V1	B08	faction runner	Iron-Song	blue-light road	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-blue-light road	procedural_visual_spec_v1
WC00174	Aerindraael174	background	V1	B09	wolf-road scout	Wren-Ash	xeth glyph yard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-xeth glyph yard	procedural_visual_spec_v1
