merge_serial	book_num	dropped_scene_id	event_beat_id	beat_kind	character_links	relationship_links	anchor_scene_id	merge_reason	source_trace
CMP-BEAT-65a05dc141d6	1	B01_R0136	EB-00255	consequence_record		15300	B01_C003	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00255
CMP-BEAT-e620bc69d5d9	1	B01_R0137	EB-00256	choice_pressure		15300	B01_C004	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00256
CMP-BEAT-9c763af6909a	1	B01_R0138	EB-00257	relationship_obligation		15300	B01_C005	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00257
CMP-BEAT-436374bcaafd	1	B01_R0139	EB-00258	ecology_response		15300	B01_C006	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00258
CMP-BEAT-9d93d8d3400f	1	B01_R0140	EB-00259	world_cost		15300	B01_C007	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00259
CMP-BEAT-879f9a953f34	1	B01_R0141	EB-00260	quest_revision	wowas::xethrolund_papi	15300	B01_C008	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00260
CMP-BEAT-1007fbaacc80	1	B01_R0142	EB-00261	certainty_trade	wowas::xethrolund_papi	15300	B01_C009	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00261
CMP-BEAT-c270d9fdb66c	1	B01_R0143	EB-00262	creature_signal		15300	B01_C010	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00262
CMP-BEAT-ba960c0b025a	1	B01_R0144	EB-00263	consequence_record		15300	B01_C011	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00263
CMP-BEAT-0a589994efd5	1	B01_R0145	EB-00264	choice_pressure		15300	B01_C012	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00264
CMP-BEAT-612b785314fb	1	B01_R0146	EB-00265	relationship_obligation		15300	B01_C013	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00265
CMP-BEAT-ec928f55217d	1	B01_R0147	EB-00266	ecology_response		15300	B01_C014	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00266
CMP-BEAT-262178d73595	1	B01_R0148	EB-00267	world_cost		15300	B01_C015	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00267
CMP-BEAT-413d574d2765	1	B01_R0149	EB-00268	quest_revision		15300	B01_C016	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00268
CMP-BEAT-20bef8acd954	1	B01_R0150	EB-00269	certainty_trade		15300	B01_C017	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00269
CMP-BEAT-5edc8a13d6b6	1	B01_R0151	EB-00270	creature_signal		15300	B01_C018	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00270
CMP-BEAT-d331aeb2f176	1	B01_R0152	EB-00271	consequence_record		15300	B01_C019	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00271
CMP-BEAT-c9dd1f0fb9e5	1	B01_R0153	EB-00272	choice_pressure	wowas::rylos_vayne_johnson | wowas::mack_willow_father | wowas::pip_indalwin_willowjayce	15300	B01_C020	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00272
CMP-BEAT-bf1f65754dce	1	B01_R0154	EB-00273	relationship_obligation		15300	B01_C021	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00273
CMP-BEAT-29b595fa46ad	1	B01_R0155	EB-00274	ecology_response		15300	B01_C022	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00274
CMP-BEAT-91aa8256d0b5	1	B01_R0156	EB-00275	world_cost		15300	B01_C023	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00275
CMP-BEAT-87458ecd928e	1	B01_R0157	EB-00276	quest_revision		15300	B01_C024	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00276
CMP-BEAT-9caaf80f1044	1	B01_R0158	EB-00277	certainty_trade		15300	B01_C025	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00277
CMP-BEAT-ac3ecfa91ba9	1	B01_R0159	EB-00278	creature_signal		15300	B01_C026	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00278
CMP-BEAT-cd0d9bf9ecbd	1	B01_R0160	EB-00279	consequence_record		15300	B01_C027	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00279
CMP-BEAT-f694fe3b8e91	1	B01_OP0049	EB-OP-14454	creature_signal	spine::characters	15300	B01_C028	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-a2216752cac1	1	B01_OP0050	EB-OP-14487	consequence_record	spine::characters	15300	B01_C029	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-649eab44d75a	1	B01_OP0051	EB-OP-14520	choice_pressure	spine::characters	15300	B01_C030	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-3562dbf1ebd9	1	B01_OP0052	EB-OP-14553	relationship_obligation	spine::characters	15300	B01_C031	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-5607e699ba64	1	B01_OP0053	EB-OP-14586	ecology_response	spine::characters	15300	B01_C032	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-d4e2be320f61	1	B01_OP0054	EB-OP-14619	world_cost	spine::characters	15300	B01_C033	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-7f8f7ff46c81	1	B01_OP0055	EB-OP-14652	quest_revision	spine::characters	15300	B01_C034	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-0b2d8ed0a5cf	1	B01_OP0056	EB-OP-14685	certainty_trade	spine::characters	15300	B01_C035	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-bac400bcd1bd	1	B01_OP0057	EB-OP-14718	creature_signal	spine::characters	15300	B01_C036	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-a4de1f200144	1	B01_OP0058	EB-OP-14751	consequence_record	spine::characters	15300	B01_C037	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-7a45572d52ed	1	B01_OP0059	EB-OP-14784	choice_pressure	spine::characters	15300	B01_C038	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-eae3a8732d1c	1	B01_OP0060	EB-OP-14817	relationship_obligation	spine::characters	15300	B01_C039	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-7b9c24539d70	1	B01_OP0061	EB-OP-14850	ecology_response	spine::characters	15300	B01_C040	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-5236d215e204	1	B01_OP0062	EB-OP-14883	world_cost	spine::characters	15300	B01_C041	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-50d2655f2bd3	1	B01_OP0063	EB-OP-14916	quest_revision	spine::characters	15300	B01_C042	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-9fdf398a2c52	1	B01_OP0064	EB-OP-14949	certainty_trade	spine::characters	15300	B01_C043	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-6242b4f915be	1	B01_OP0065	EB-OP-14982	creature_signal	spine::characters	15300	B01_C044	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-48cb9083d639	2	B02_M021	EB-00308	consequence_record	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce	15300	B02_L046	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:85|event_beat:EB-00308
CMP-BEAT-077d1f36e309	2	B02_M022	EB-00309	choice_pressure	wowas::rylos_vayne_johnson | wowas::mack_willow_father	15300	B02_L047	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:86|event_beat:EB-00309
CMP-BEAT-7524bfac178b	2	B02_M023	EB-00310	relationship_obligation	wowas::xethrolund_papi | wowas::rylos_vayne_johnson	15300	B02_L048	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:87|event_beat:EB-00310
CMP-BEAT-835b789fcc35	2	B02_M024	EB-00311	ecology_response	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce	15300	B02_L049	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:88|event_beat:EB-00311
CMP-BEAT-72158c9c4421	2	B02_M025	EB-00312	world_cost	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce	15300	B02_L050	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:89|event_beat:EB-00312
CMP-BEAT-91570d375bf1	2	B02_M026	EB-00313	quest_revision	wowas::rylos_vayne_johnson | wowas::mack_willow_father	15300	B02_L051	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:90|event_beat:EB-00313
CMP-BEAT-3c5644f23842	2	B02_M027	EB-00314	certainty_trade	wowas::xethrolund_papi | wowas::rylos_vayne_johnson	15300	B02_L052	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:91|event_beat:EB-00314
CMP-BEAT-b860bc221c11	2	B02_M028	EB-00315	creature_signal	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce	15300	B02_L053	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:92|event_beat:EB-00315
CMP-BEAT-bf3b4f462d45	2	B02_M029	EB-00316	consequence_record	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce	15300	B02_L054	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:93|event_beat:EB-00316
CMP-BEAT-da9e488b1b3c	2	B02_M030	EB-00317	choice_pressure	wowas::rylos_vayne_johnson | wowas::mack_willow_father	15300	B02_L055	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:94|event_beat:EB-00317
CMP-BEAT-e9e026115817	2	B02_M031	EB-00318	relationship_obligation	wowas::xethrolund_papi | wowas::rylos_vayne_johnson	15300	B02_L056	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:95|event_beat:EB-00318
CMP-BEAT-7452ab392f21	2	B02_M032	EB-00319	ecology_response	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce	15300	B02_L057	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:96|event_beat:EB-00319
CMP-BEAT-ff3078b0f066	2	B02_M033	EB-00320	world_cost	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce	15300	B02_L058	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:97|event_beat:EB-00320
CMP-BEAT-0150d5af8476	2	B02_M034	EB-00321	quest_revision	wowas::rylos_vayne_johnson | wowas::mack_willow_father	15300	B02_L059	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:98|event_beat:EB-00321
CMP-BEAT-8810b7265d03	2	B02_M035	EB-00322	certainty_trade	wowas::xethrolund_papi | wowas::rylos_vayne_johnson	15300	B02_L060	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:99|event_beat:EB-00322
CMP-BEAT-73c530a830fe	2	B02_M036	EB-00323	creature_signal	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce	15300	B02_L061	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:100|event_beat:EB-00323
CMP-BEAT-27f4e7cd9ea7	2	B02_M037	EB-00324	consequence_record	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce	15300	B02_L062	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:101|event_beat:EB-00324
CMP-BEAT-11ea252d1693	2	B02_M038	EB-00325	choice_pressure	wowas::rylos_vayne_johnson | wowas::mack_willow_father	15300	B02_L063	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:102|event_beat:EB-00325
CMP-BEAT-f591c068998a	2	B02_M039	EB-00326	relationship_obligation	wowas::xethrolund_papi | wowas::rylos_vayne_johnson	15300	B02_L064	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:103|event_beat:EB-00326
CMP-BEAT-68f5cd993be7	2	B02_M040	EB-00327	ecology_response	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce	15300	B02_L065	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:104|event_beat:EB-00327
CMP-BEAT-499591079311	2	B02_M041	EB-00328	world_cost	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce	15300	B02_L066	generated beat merged into existing scene anchor; no scene target inflation	Arc_01_Books_01_03_blob.txt:105|event_beat:EB-00328
CMP-BEAT-e9ff9ca6f6ad	2	B02_R0002	EB-00349	choice_pressure		15300	B02_L067	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00349
CMP-BEAT-c65e2cabefe4	2	B02_R0003	EB-00350	relationship_obligation		15300	B02_L068	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00350
CMP-BEAT-05e000cb051c	2	B02_R0004	EB-00351	ecology_response		15300	B02_L069	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00351
CMP-BEAT-2f410c4b67f9	2	B02_R0005	EB-00352	world_cost		15300	B02_L070	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00352
CMP-BEAT-f4375a07eb91	2	B02_R0006	EB-00353	quest_revision		15300	B02_L071	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00353
CMP-BEAT-3ec355194102	2	B02_R0007	EB-00354	certainty_trade		15300	B02_L072	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00354
CMP-BEAT-91fbd91e2eb1	2	B02_R0008	EB-00355	creature_signal	wowas::mack_willow_father	15300	B02_L073	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00355
CMP-BEAT-04908d1301b3	2	B02_R0009	EB-00356	consequence_record	wowas::xethrolund_papi	15300	B02_L074	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00356
CMP-BEAT-c464d87768be	2	B02_R0010	EB-00357	choice_pressure		15300	B02_L075	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00357
CMP-BEAT-252fcdc3482f	2	B02_R0011	EB-00358	relationship_obligation		15300	B02_L076	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00358
CMP-BEAT-9b15d3bcb9b4	2	B02_R0012	EB-00359	ecology_response		15300	B02_L077	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00359
CMP-BEAT-4e7793f27653	2	B02_R0013	EB-00360	world_cost		15300	B02_L078	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00360
CMP-BEAT-a72950534801	2	B02_R0014	EB-00361	quest_revision		15300	B02_L079	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00361
CMP-BEAT-2904fde98eb1	2	B02_R0015	EB-00362	certainty_trade		15300	B02_L080	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00362
CMP-BEAT-ba68407b8a85	2	B02_R0016	EB-00363	creature_signal		15300	B02_L081	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00363
CMP-BEAT-ae3004a04507	2	B02_R0017	EB-00364	consequence_record		15300	B02_000	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00364
CMP-BEAT-03d0716c5ba9	2	B02_R0018	EB-00365	choice_pressure		15300	B02_001C	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00365
CMP-BEAT-47a4d8c55fdd	2	B02_R0019	EB-00366	relationship_obligation		15300	B02_001B	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00366
CMP-BEAT-acf493b01b3c	2	B02_R0020	EB-00367	ecology_response		15300	B02_001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00367
CMP-BEAT-4bd1f51a659c	2	B02_R0021	EB-00368	world_cost	wowas::pip_indalwin_willowjayce	15300	B02_001A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-00368
